QouteText,is_legal
You bask in it. And you share it. It is very powerful to do the method as a group.,0
"To me, making people feel better is the real purpose in my life. There is nothing that fills me up more than the betterment of any human.",0
"I’m a man on a mission, and I will not fail. Until I die, I will show all the people in the world that we were born to be not only wild, but to be happy, strong, and healthy.",0
"The method will work for you even if you never take an ice bath, even if your breath retention never gets to two minutes, even if your cold shower never gets below 60 degrees.",0
The control I’ve gained through going into nature and coming back is a control that you too can gain with training.,0
"We are the soul, the light. We are bound by its energy, which is love. The love is as straight as an arrow, and I don’t miss.",0
"Present within the cells of all forms of life is a chemical called adenosine triphosphate (ATP), which provides the energy to drive many biological processes, including, in humans, muscle contraction.",0
"How can an athlete, whether they are elite or recreational, achieve this? By breathing. I advise the athletes I consult with to breathe more than they feel they need to and to think of it like a mantra.",0
Aerobic dissimilation creates about thirty times more ATP molecules than are created when there is no oxygen. Just breathe and feel the difference.,0
"I found a way, and it’s coming from nature. From within you. It’s knocking at your door right now.",0
"This, again, is a symptom of a societal issue that has nothing whatsoever to do with the expression of our true nature, of our souls.",0
"How much energy do you want? If you learn to use your mind together with the breathing, you will be able to increase it exponentially. What you do with it after that is up to you, but the possibilities are endless.",0
"They don’t have the means to create more ATP molecules for repair, rehabilitation, or plasticity of the mind and body.",0
"Doing so will increase and accelerate patients’ ability to repair their bodies, and they will feel a lot better than with pharmaceuticals.",0
"That’s nothing new for me though, and it’s one of the reasons why I decided to write this book. I’m grateful to my publisher for giving me this platform because it’s powerful.",0
"At the same time, with deeper breathing, more CO2 is exhaled, the blood pH level becomes more alkaline, and thus more aerobic dissimilation can happen.”",0
"After being exposed to the cold so many times, the neurological pathways in my brain were and remain well-established.",0
"The mind, together with the breathing, can increase your energy levels much more than you ever thought was possible.",0
"Adenosine triphosphate, aerobic dissimilation, mitochondrial processes, the citric acid cycle — whatever you want to call it — just get your energy.",0
"And you know what they say to me? They say, “Within a week of doing the breathing, after years at what I believed was the limit of my performance, I suddenly increased my energy by 10, 15 percent or more.”",0
"In addition to circulating lymph fluid, which returns proteins and fats to the bloodstream throughout the body, the lymphatic system also functions as a kind of waste-management system on a cellular level.",0
"And now, through conscious breathing and the aerobic dissimilation it brings about, we can.",0
"As of this writing he’s the number-six-ranked heavyweight in the Ultimate Fighting Championship, and he credits the Wim Hof Method with improving his conditioning.",0
UFC superstar Alistair Overeem credits the Wim Hof Method with improving his conditioning.,0
"But Alistair stepped into the Octagon in Orlando, Florida, that night and took care of business, dispatching dos Santos by virtue of a technical knockout at the end of the second round.",0
But increased aerobic capacity isn’t the only benefit the method provides to athletes. It also helps them to recover faster.,0
That’s more energy! That’s a more efficient practice. It’s therefore no wonder that Alistair Overeem believes this method can “change the world.”,0
The same goes for Sunday-league and pick-up ballers.,0
"This isn’t to suggest that you will suddenly morph into the second coming of Lionel Messi or LeBron James, but you will see a marked improvement in your endurance and, in turn, your enjoyment of the game.",0
"This enjoyment will only be heightened when you later find that the aches, pains, and fatigue that usually follow a strenuous athletic effort are greatly reduced as well.",0
"Push-ups are only the beginning, and you are limited only by the depth of your imagination. What would you like to do?",0
They acknowledge no limitations. So I press on. I advance. I still do my ice bath every single day because I love it.,0
With my mind. I set my mind so that its neurology has a direct influence on my physical performance.,0
"Despite these gains, my muscles aren’t really growing. That’s not the point of the exercise anyhow.",0
"Their muscles are lean, but they are able to generate tremendous power. Lactic acid builds up in our muscles during intense exercise, causing fatigue, pain, and, eventually, failure.",0
"Diet plays a role in our performance of course, but it’s not everything. Recently, at a retreat at my training camp in Poland, someone said to me, “Yeah, I see you sometimes taking a drink.”",0
"Those who would deprive themselves of simple pleasures like an occasional beer may benefit from it in terms of their short-term performance, but they aren’t nourishing the soul.",0
"Without training or any advanced preparation, I’m going to stand barefoot in the snow for three hours in a horse stance.",0
"But before I do that, I want a beer.”",0
That’s detoxifying muscle that is actively engaged in intoxicating exertion.,0
Performance comes from the feeling that you have all the energy you need to achieve your goal.,0
"Cleanse yourself every day with the method. It’s about the emotion, the connection with your heart, the will to play, the joy, the ease that comes from that.",0
This goes deeper than your story of yourself. What is true success? Living in your heart.,0
"My ideas are not radical, and I’m not superhuman or extraordinary, but I’ve got a strong belief that we are able to change the world.",0
"With every experiment, every publication, we’re rewriting the books, making our case. We’re operating beyond the known limits of science.",0
"The science has evolved, man. The content has changed. We’ve changed.",0
"After our triumph at Radboud, we saw a bit of a spike in interest in what we are doing, but mostly among journalists.",0
There are always going to be cynics and skeptics pushing back against you when you challenge the established order of things.,0
I took advantage of the momentum we were building by engaging in more research.,0
"Not only that, I metabolized four and a half times more energy from my brown fat than the other, far younger test subjects did.",0
"In babies, brown fat plays a key role in both thermoregulation and thermogenesis, creating heat when little babies become cold because they’re not able to move around as much as we do.",0
"But just as muscle atrophies from lack of use, so do our stores of BAT, which diminish when our bodies are not activated or stimulated by the cold.",0
But by now you surely know that I am not like most people my age. Or any age.,0
But what was more interesting to them than the presence of BAT in my body was the way that I was able to use it to generate heat.,0
"While my production of BAT plays a role in my ability to endure the cold, it does not tell the whole story.",0
"Andre is a truck driver by trade, so he lives a somewhat sedentary life compared to me.",0
"Still, genetically, biologically, we are the same. We’re essentially genetic copies of each other, with no discernible phenotypic differences.",0
"After decades of training in the cold, I have developed a different neurology. That’s the power of the mind.",0
I speak of logic because this isn’t magic. The research being conducted on the method is done in the interest of furthering our understanding of human potential.,0
"We can no longer be so narrow-minded in our approach to things, but instead see the bigger picture. Nature is showing us that we cannot trap the knowledge, we have to be the knowledge.",0
You need your mind in it. Realizing the true extent of the power of the mind is just developing neurological pathways that contribute to a new reality.,0
"This is the holy trinity: cold as a mirror, breath as the guide, and mindset as the creator.",0
"Another fifty responded that the method helped drive their cancer into remission. Many more reported relief of their chronic pain. The response, in a word, was overwhelming.",0
"I have now participated in dozens of studies with the researchers at Radboud University and other leading scientific institutions around the world, with great results.",0
"Have you ever heard of the inflammatory disease axial spondylitis, or AS? It’s a scary-sounding disease, and for good reason, as it can cause some of the small bones in your spine to fuse together.",0
The trial was such a success that the AMC now recommends the method as an official “add-on” therapy for those suffering from AS.,0
The researchers were interested to see if perhaps the method could help those who were emotionally blocked by increasing the neural activity in their brains. Would you like to know what happened with the brain scans?,0
"If we truly are able to reverse or significantly curtail depression without pharmacological intervention, we can fundamentally change the way mental health care is practiced around the world.",0
"By the time you read this, there’s a good chance we will have furthered our scientific understanding of the method’s benefits even more. I don’t doubt it.",0
The Mayo Clinic reports that approximately one-third to one-half of women with endometriosis have had difficulty getting pregnant.,0
"I’m not even trying to convince you anymore because if you have read this far, chances are that you have already begun to reach a new understanding of what you thought may be possible.",0
"But it’s important, when you speak about the method, that you make it clear, especially when engaging more conservative minds, that everything is supported by science and that research is ongoing.",0
"There are many more studies coming up, but how many do we need to publish before the scientific establishment acknowledges their findings?",0
Could it be that they view the method in opposition to their own commercial interests? I would prefer not to think that way of course.,0
"But are we into healing, or are we into medicine? That’s what I am asking. If we are into healing, then let’s get to it. Here’s all this data.",0
"Sooner or later, these seeds will blossom. It cannot be controlled or repressed because it is free. It’s not me.",0
"Quite to the contrary, I think criticism polishes the diamond of truth. We’ve got the truth on our side, and it’s a sufficient weapon in the war of ideas.",0
"It’s a privilege to work with your children. When they were little and I would go to the primary school, they wanted me to act normally, but of course I was doing handstands and wearing T-shirts in the wintertime.",0
"Not just one or two, but dozens, hundreds, I don’t know how many.",0
"Now I have a wonderful, beautiful, crazy, mischievous little two-year-old with my partner, Erin. He exudes an almost mystic cuteness when he walks around with his face all like this or like that, and I just melt.",0
"My breakup with his mother really affected me. I was quite down because of it. I was able to perform well, to do all the world-record attempts and everything, but it definitely cast a large shadow over me.",0
"I love the community we are building. I love life in general — to be honest, I’m crazy for it — but these things are like cherries on top of the cake. I’ve been blessed with many cherries.",0
"Most of us still think that disease and illness, both physical and mental, are normal or, worse, inevitable, and that we are powerless to do anything about it.",0
"But disease and illness aren’t normal, and you can do something about them. And now we can, I tell you, we can.",0
"We’ve reversed autoimmune conditions, enhanced athletic performance, and more. We proved it. And now it’s my job to spread the word.",0
"On the contrary, I believe that you should live life as you feel. Intuition and gut feelings have been repressed by dogma and doctrine for too long.",0
"We can become more accountable, more responsible, more able to identify what is good for us and what is not. We are like a computer that needs a reset.",0
"I was alone for five years after I lost Olaya, with no partner. Was I lonely?",0
"Waking up at 4:00 a.m., doing my breathing for an hour, that helped me cleanse myself, to grieve. When you have four kids, you are right there with them, not anywhere else.",0
"It allows you to feel renewed every morning, ready to meet the day with ease and joy and sense of openness. It trains you to be flexible in life.",0
"Getting to work every day with my four eldest children — Enahm, Isabelle, Laura, and Michael — is a great privilege",0
I let go. I make sure to feel the presence of the soul and to radiate it through genuine gratitude and happiness.,0
"A man on a mission is always awake inside, spiritually, to help others. That’s what I do every day. Everything I do is in service of my mission, but still I’m free.",0
"This book is a part of that, and so are all the other things I am doing to help spread this message. Life is crazy and beautiful and full of opportunity, and every day I seize it. Podcasts. Documentaries.",0
"There’s only one truth, you know, and there’s no conjecture, no snake oil to be sold. My mission is to share the love, share the light, and bring solutions not only to help others but also to solve the problems of the past.",0
"Showing people how to access their light is a big part of what I do during the day, but besides that, of course, I breathe.",0
"I don’t care. Repetition is the mother of learning, and I’m banging the drum.",0
"I rise in the morning, and I do my breathing. I don’t do it because it’s good for me, which it is, but because it feels good.",0
"My body is in a deeply stimulated metabolic state, because it has to work to withstand the cold. This makes me feel alive, with an absolute sense of being present — “I am here.”",0
"No. I let the body work, and it’s amazing what it does, what it can do. All the metabolic activity and biochemical processes are priming the body for ultimate functionality.",0
"That might seem impressive, but I know that ten years from now — when I’m in my seventies, a senior citizen — I’ll still be attempting to set all kinds of records and succeeding, just as I always have.",0
". And rabbits of advanced age are still able to flee, fight, find food, and mate. It’s in their nature, and what else is there?",0
How do you feel? I feel fucking nice! That’s the way I choose to live my life every day.,0
"Whatever it takes, I want to feel that this body is serving me. So I do my splits, suspend my body on one arm, balance on or hang from one finger even.",0
"But still there I was, hanging by my middle finger for 23.5 seconds like some kind of lunatic. It was on television, and you can still find the clip on YouTube.",0
"Once you get a taste of that feeling, you crave it. You chase it. You can’t get enough of it. You’re like a man on a mission — never asleep, always available, always alert. Every single day, no matter how long it takes.",0
"Living cells actually adapt in response to these substances (or stressors), positively affecting their condition and functionality.",0
"Naturally, this was a revelation to researchers like Dr. Capel and, I should hope, the larger scientific community.",0
"That may seem farfetched, but the applications of that influence, in terms of disease prevention (think genetic markers) and treatment, not to mention other hereditary factors, are limitless.",0
"Here in the Netherlands, there’s an old saying which, in essence, translates to “I bless your seven past generations and the seven to come.”",0
"When we alter our DNA for the better, the genes we pass along to future generations become an ancestral gift instead of a burden.",0
"The Native peoples — our ancestors — they knew. We came with our Western, colonial minds, dismissing the people living peacefully in harmony with nature as stupid, primitive.",0
"And in doing so, we have the knowledge and technology to make amends with the spirits of the past, here and now. It’s time to awaken to our true nature, which is one of liberation.",0
I believe it is possible to get back to the original cell condition from 3.77 billion years ago.,0
"Those cellular building blocks are present within our bodies, and we are able to restore them to their original shape 3.77 billion years later.",0
"These cells required protection because they are believed to have been “born” in highly acidic, very hot waters. The protective proteins enabled the cells to withstand these extreme conditions.",0
"Those dangers persist outside of our bubbles, of course, but because we rarely engage with them anymore, the chaperone proteins protecting our cells don’t work like they once did.",0
"It’s nothing abstract. We can free the spirits of the past. We can liberate ourselves and, in doing so, free the spirits of our ancestors from their own genetic burden.",0
"I’m sure that sounds like some hippie bullshit, but it’s based in science. Our ancestors were right.",0
"Sounds farfetched, doesn’t it? I admit that it does. But it’s your soul, your light. What are you going to do with it?",0
"Who are you? What are you? You can claim the power of your own mind, claim your destiny. What are you going to do?",0
I see experiences like these all the time in real people’s lives.,0
"We were nearing the ridge atop the mountain that marks the border between Poland and the Czech Republic, and there was a lot of wind. And it just got to him.",0
"He was shaking uncontrollably, and I had to take him to an old customs control house over the border and hug him for a half hour to bring him back.",0
"Collectively, we have lost the native ability to bring harmony, emotionally and spiritually, into the here and now. But what is the purpose of life? Is it for your self-actualization alone?",0
And I argue that they are manifestations of our emotions and the condition of our physicality.,0
"You dial in the combination, open the safe, and free all the spirits that have been locked away within your DNA.",0
Generations and generations. It’s incredible.,0
"These people come to me crying. They’re beautiful people, but they’re repressed emotionally. The breathing opens them up. They go deep within themselves and surrender to the emotion, crying like babies.",0
"In the study, Epel is monitoring three groups: a control group that does nothing, a high-intensity interval training (HIIT) group, and a group that practices the Wim Hof Method.",0
"With that, the telomerases and telomeres (proteins that protect the ends of chromosomes from damage) that influence the length and quality of our lives, keep the cells going.",0
"We do not indulge or compound the trauma but instead address it from a clinical remove, a vantage point from which emotion does not factor. Because the trauma is in the past, it does not manifest as anxiety.",0
"Allow me to take it a step further. When we first go into the cold water, it’s a shock to our system.",0
"But once the mind and body, working in concert, begin to acclimate to this new, extreme environment, they neutralize the magnitude of the cold’s impact.",0
"We are able to survive and move on from traumatic gene expressions in a similar way. Trauma, like the cold water, is beyond our immediate control.",0
"Or we don’t, and they stay locked away. Your parents, grandparents, or great-grandparents may not have been able to deal with their trauma, but they passed it along through their genes.",0
"Their freedom is the conduit to our own as reflected by the soul. It’s up to us to translate its energy. The soul emits light, electricity. If you are able to go into the deepest part of the brain, you come into connection with it.",0
"No more. We are each equipped with the tools to free ourselves, physically and psychologically, from all of this cumulative trauma, and now is the time to get it done.",0
"Because the soul is eternal, there is no beginning and no end, no time or space.",0
"And because there is no beginning or end, there is no death. The soul transcends the body, transcends all matter.",0
"This is the way I have always felt, even before I went into the cold water. I don’t know what it is exactly, but I’m not going to accept all this disease and war, hungry children, cruelty to animals.",0
"The hell with that. No. To make sense of the world, we must return to nature. That’s why I am exploring extremes with my body and mind, going back to science. I’m showing that there’s another way.",0
I don’t mean this in some sort of abstract sense. There’s a logic to it. There is science.,0
"This is what I have been doing for forty years now, but in many ways, I feel as if my journey is only beginning.",0
"Our comfort-zone behaviorism has made us weak. More than that, it’s made us dependent.",0
"Our immune systems have become compromised, leading to disease and disorder. Our biochemistry is out of balance, and we can no longer function as we were meant to.",0
"Through the method, we’ve now found a way to return to our natural state of being. We’ve discovered a way to hop off the hamster wheel and reconnect with the nature within ourselves.",0
"I did all of that to show that I could not only survive but maintain control, even in the most extreme environments and conditions. That’s nature, mine and yours.",0
"If you can be present in this moment instead of dwelling on worry and stress, you can set yourself on a course toward happiness, strength, and health.",0
"But if you can’t (or won’t) and instead allow negative thoughts and energy to direct you, you will only become further alienated and disconnected from that light.",0
Because we have senses that are going outward and we have senses that are going inward.,0
"There’s nothing abstract about it. It’s physics, it’s biochemistry, and it’s your will, which is a neurological muscle. We’re learning how to enter into our own minds.",0
That’s the power of your beautiful mind. It becomes beautiful because you are in command. Where would you like to go?,0
"But just as consciousness requires a neurological awakening and development — a child gaining first awareness of itself and, in time, learning to walk, for example — so does the subconscious need to be awakened.",0
"Cultures throughout time have created practices or rites of passage that seek to connect to a truer sense of reality, the sense of the soul. What is the soul? It is the “you” beyond thinking. It is nature itself.",0
Or maybe you have sensed an energy within yourself that you couldn’t quite identify. That’s your subconscious knocking on your consciousness’s door. It’s part of who and what you are.,0
"Why am I here? What is my purpose? And if your neurological muscle is sufficiently developed, all of your faculties should be ready to serve you.",0
"Your subconscious becomes aware, the unseen becomes seeable, and you at last encounter and, in time, gain control over your senses — all of them.",0
"And though the prevailing thought has been that we cannot control these internal senses, the Wayne State study showed that it is possible to have top-down control over them.",0
"It’s like the old story from the Hindu epic, the Mahabharata, in which five brothers are gathered for an archery lesson",0
"As each brother steps forward to take his shot, the instructor stops him and asks, “What do you see?”",0
"When it’s the youngest brother’s turn, he answers, without hesitation, “I see the eye of the fish.”",0
"The moral of the story is that when we focus on the eye of the fish instead of allowing ourselves to be distracted by the branches and the water, we gain the confidence to take action.",0
It’s the same confidence that propels me toward my mission and that enables me to see it and pursue it with clarity.,0
"Take it and in doing so discover the purpose of your life. Let the light guide you, and go with confidence.",0
Proprioception (or kinesthesia) refers to an awareness of one’s body position and movement through space.,0
"This is what I have been doing all my life, practicing yoga, gaining more focus and body awareness, getting in better tune with my body, learning to trust my body’s intelligence.",0
"There is even evidence that it might just be that infamous “sixth sense,” the “gut feeling” we know we should follow.",0
"It was also long believed that this sense, interoception, was beyond our conscious control. But we are able to influence it.",0
"Here’s what I have observed. Over time, cold exposure and the breathing practice brings you to a more sensitive state.",0
The interoceptive practice of focusing on the heartbeat at the end of this chapter is a great way to develop this.,0
"I did this with my mind, with the power of intention. Trust in your own ability — confidence — combined with alertness puts the body and mind in a state of heightened awareness.",0
"This power lies past the thinking brain. Again, it is a feeling, not a thought.",0
"And if I can suppress an adverse reaction to the stress of cold water on my skin, just think of the broader applications.",0
"That’s the way we should feel every day, and we can — not only be happy, strong, and healthy, but imbued with purpose and a sense of adventure. Your soul comes alive. That’s what the cold water does.",0
"But in an effort to reach as many people as possible, to help people on a worldwide scale — which is my goal — the support of the scientific community is invaluable.",0
"The body should be in balance, but it isn’t. Because of our current lifestyles, we live with permanent low levels of infection.",0
"This is what the author of The Yoga Sutras of Patanjali wrote sixteen hundred years ago or so, more or less. It still holds.",0
"The seer is the witness, the pure consciousness. If you understand that sentence, you don’t have to read all the thousands of sutras that follow it. But if you don’t understand that sentence, you’re fucked.",0
"All of those things, man. None of the spiritual texts I had were in my native language, but I read them. I learned Sanskrit.",0
"I went through all of it, and I still couldn’t understand shit. It was all intellectual.",0
"But in an instant, all those years ago, the cold taught me to silence my thoughts. I began to breathe, deeply and automatically.",0
"According to science, we have no control over our autonomic nervous system — the deepest part of our nervous system. But I challenged that belief.",0
"We showed at Radboud that after just four days of training in the mountains and six days of solo practice at home, the autonomic nervous system could not only be influenced, but accessed deeply and activated.",0
"Yoga is a universal technique, and it still makes sense today. Our understanding of it just needs to be updated.",0
"When I was younger and went seeking a deeper truth, I read the works of all the great yogis past and present, from Patanjali up through Krishnamurti and Osho.",0
"I have been on this path for forty years, but it’s only really been the past twelve years in which the scientific community has begun to come around to these ideas by demonstrating their validity in laboratory studies.",0
"We’re showing it. This isn’t speculative. Like Patanjali wrote, I have become the seer, and I dwell in my own nature.",0
We are going to show that the soul and the love and the power and the strength and the health and the happiness are ours and that all the rest is bullshit. Because it is.,0
This is the secret to our collective enlightenment. Tat tvam asi. There’s a little more mystical Sanskrit for you: “That way thou art.”,0
"And by all means, dive deep. It is a beautiful journey, to immerse yourself in the pursuit of knowledge. But don’t get caught in the mind.",0
"It’s time that we wake up to our senses, to our common sense of love, of protecting each other, and live in harmony with nature. Keep it simple and remember that feeling is true understanding.",0
"I’m serious. Look, I’m a person who used to host tree-climbing birthday parties for neighborhood children. As a boy, I played Tarzan in the forests near my hometown.",0
"I pondered and philosophized. I read a ton of books, but I was searching for something else, a feeling. And then I went into the water. That was my peace, my solace. There was connection — boom — it was there.",0
"You could call it spirituality or transcendence or whatever else you like, but for me it was more about how it felt. It didn’t need a word because I knew what it was.",0
"It’s always been there, and it will show us the way if we let it.",0
To what our true nature is telling us.,0
"Hell, man, we are the horse. But deep down we just want to be. Without the noise of outside voices, without the distractions of life.",0
"To give yourself over to the power it wields, however illogical it appears because, as they say, the heart wants what it wants. Don’t I know it.",0
I wrote back in chapter 3 about how the modern human brain experiences significantly less blood flow into its deeper parts than the brains of our prehistoric ancestors.,0
"It would be like the desert after the rains come. Suddenly, within a few days, it’s all colors. The seeds of life were there all along.",0
I’ll tell you what I do. I follow my inner voice and listen to what it tells me. I trust my soul sense and let it guide me.,0
But my inner voice tells me to bloody get into that cold water because it is calling me to embrace every bit of my being.,0
"The key is being able to tell which one is the angel and which one is the devil. Most people can’t make this distinction, or they don’t want to, because the truth is uncomfortable.",0
They don’t want to step off the racetrack because they have found comfort in its predictable contours.,0
They’d rather intellectualize than feel because feeling makes them vulnerable. They can’t control the outcome. They can’t explain it with words.,0
"Every day I follow it back into the water, and I know it’s good. Once I get in, the noble nature of the cold gets at me with all the might of the earth and becomes a tender touch, very intimate.",0
"Because when I go into the cold, the deepest parts of my brain, like the brain stem, which governs the survival instinct, receive blood flow.",0
"And when I get out of the water, I feel alive, as if I have experienced a rebirth.",0
You start to love that stress and what it does for you. Hormetic stress in this form is exhilarating and beneficial.,0
"Anxiety heightened by congestion, sitting there every day, unable to deal with that stress, becoming annoyed.",0
"Of course, follow the protocols as outlined in chapter 3: thirty seconds, forty-five seconds … you understand.",0
There are no tyrannical bosses or heartbreaking divorces in the ice bath. The cold water is the boss.,0
And it’s strong. That’s what I found on Mount Everest when I was lost in a whiteout in my shorts.,0
"There was nobody else around, it was freezing cold, and there was little oxygen. But despite all of that, I remained calm. I felt no stress, and that was my mind.",0
My left foot was frostbitten. I wasn’t scared. I wasn’t anxious. I gained control.,0
"In a moment in which everything was seemingly out of control, my mind took control, through the breath.",0
"We’ve developed the ability to launch rockets and people to the moon, but we’re not able to maintain our own happiness, strength, and health?",0
Are you in command? Are you living up to the light in your soul? Are you making sense to yourself? No?,0
Understand beyond words. Know. The spirit is inside of you. Just open up to it and direct its light to others.,0
"This spirituality is inherent in us and our innate neurological pathways, but somehow we lost our ability to find it, like the people in the story in which the wise men decide where to put the soul.",0
"But not only East and West, but North and South, Above and Below.",0
"But whatever the symbols, we move beyond religion and instead rely on science to show the way.",0
"Toward what? Toward moksha, liberation, samadhi, the prima, liberty. Awakening to the flow of our subtle energy, ki, qi, prana. It’s all there for you if you want to be free.",0
"Are you okay with maybe, you know, only being free on the weekends? Do you have time for freedom?",0
"The power of the mind is incredible. It has top-down command over your body and all of the senses. It is able to command the seen and the unseen, the visible and invisible.",0
"Spiritual systems across the world recognize a subtle energy within us, the electricity that flows up and down the spine and throughout the body.",0
But it’s your decision how far you go. Do you want peace in your mind?,0
Forget studying difficult languages and going into a cave for twenty years. Just breathe on the sofa in the morning before breakfast.,0
"They think it is too simple to work. They ask me, “How do you do it, Wim? Is it with the nose, or the mouth?",0
"And I say, “It doesn’t matter what kind of hole you use here, just get it in!” Go easy. Don’t think so hard about these things, just get the breath in. Into the belly, the chest, and the head — and let it go.",0
"Some people are so in their head that they have to relearn how to feel, to train their interoceptive sense of their internal experience.",0
"The body wants nutrients, oxygen, and vitamins, and it wants light. The breath ignites our inner electricity.",0
"That is liberation, and we can do it consciously. Isn’t that amazing? You can do it with just twenty minutes of breathing.",0
"You transcend your thoughts. There is no doubt anymore. You become everything. It’s right here, right now.",0
The breath and the cold take you to the depths of yourself,0
"As I said in chapter 4, if you do Wim Hof breathing in a group setting, the experience is intensified. Humanity was birthed into the tribe.",0
The simple act of breathing together allows the emotions to come to the surface faster. It is this simplicity itself that allows space for a nonjudgmental state of mind that beckons a shared vulnerability.,0
These breathing techniques are so simple and so effective that all you have to do to reclaim your genetic destiny is push the button.,0
You condition your blood flow to go deep into the brain. Then you can use the breath and the power of the mind to cleanse your past emotions and your trauma.,0
Those are the chitta vrittis (distracting thoughts) and the kleshas (poisonous emotions) in the old yoga.,0
"And on and on. With the method we have demystified all this and brought it up to date, helping to bring the science of yoga into the modern age.",0
"We are all kings and queens, and we should behave like it. We should be proud.",0
"Your kingdom, of course, is you, yourself. There’s no castle. You are the castle. The universe is contained within you, and you are capable of doing extraordinary things.",0
"What do you think? How do you feel? Are you excited to explore deeply within yourself, gain awareness, and take control? Why?",0
What will you do with the abundance awaiting you within?,0
"Consumed by the reality and stress of daily life, you entertained no such notions.",0
"The real spirit, the real experience of your mind and your body is one of happiness, strength, and health.",0
"That’s who you are. That’s how you will find not only peace, but bliss. Yes, the breath is a door. But love welcomes you inside.",0
"Critics and skeptics will, of course, say that I’ve got my head in the clouds, that I should be practical, that I should just shut up already.",0
"I’m sending these signals into the hemispheres, into the ethereal world, into the past.",0
"The past, present, and future are one, and you can access them like going into a library and picking out the right book.",0
"It is your birthright to be happy, strong, and healthy. Your destiny is yours, my friends, and you can find it in the breath.",0
"And if you follow the flow of that energy with conviction and with love, you can bypass and transcend all of the scriptures and their repressive dogmas.",0
"You are the witness, the seer, as Patanjali wrote nearly two thousand years ago.",0
"You can silence the modifications of the conscious mind and dwell within your own nature. So, what are you waiting for?",0
These restrictions work in opposition to our nature. Dogs need to run free just as children need the freedom to play and explore.,0
"When we release our minds from the bondage of dogma, the stress of daily existence, and our perceived limits, we can glimpse a new world where love and harmony with nature prevail.",0
"That’s why we live in a world marked by war, poverty, hunger, disease, and suffering.",0
"We have stepped out of the light, purposefully, and into chaos. It’s not sustainable.",0
"But now the time has come for us to reclaim what we have lost, to harness the consciousness, and to direct it back toward the light and rediscover the soul.",0
"Our purpose can be to spread love and happiness far and wide, bring peace through conscious action, and return to a state of harmony with the nature from which we have evolved.",0
"This is how we will change the world, one soul at a time, altering the collective consciousness by awakening to our own boundless potential.",0
We are limited only by the depth of our imagination and the strength of our conviction.,0
"Our minds will take us on a journey toward true selfactualization in which we will convert the subconscious into the conscious and the soul into light. It may take us a while, but that’s us.",0
Take a cold shower. Do the breathing. Activate your vascular system. Change your biochemistry. Follow the breath. Lean into it.,0
"Let go of your ego and instead reflect that which connects us, which is love. Let go of your thoughts and your stress and open up to your heart.",0
"Let go and allow your soul to rise in your consciousness. The soul is eternal, indestructible, and perhaps most importantly, incorruptible.",0
Let go and become the king or queen you were meant to be. I know you can do it. I believe in you.,0
"This book has been a universe unto itself. So many beautiful figures have played their role. The diamond of the depths, distilled into a book, carefully polished, finally shown.",0
"To Tami Simon, of Sounds True, who recognized the space people need to go deep and, consequently, made it possible to get the depth to the people.",0
"Jennifer Yvette Brown, who wandered around the labyrinth of words and turned stones into flowers, opening up the eyes of everybody who worked on the book, giving light touches to heavy matters.",0
All of you have worked on this with the patience of monks in a monastery — sacred the energy. My gratitude goes to all of you.,0
Their work has led to an absolute new horizon of what humans are capable of.,0
"They are seekers, helping bring that which is hidden into the light. And there is more to come. I trust my gut feeling to know more than my consciousness is able to see.",0
"To Dr. Elissa Epel, who delighted my heart by writing the foreword of this book. A brilliant scientist and an absolute shining light who is bringing the Wim Hof Method into a new realm.",0
"I thank you not only for your support, but for sharing the soul. You are the soul of this movement. You are the heart.",0
"And to you, my dear reader, I acknowledge you. It is time to go home, to where we recognize our true being together. Happiness, strength, and health are the moral values of our being, and they are back.",0
She only wants care. I only want care. I care for you. We care for each other.,0
"For example, you can focus on deeper, more conscious breathing any time during the day.",0
The method should be implemented in your life daily to reap the full benefits.,0
"Since the Wim Hof Method moderates the immune response, it is most effective with conditions that arise from an underlying disturbance to the immune system.",0
There has been considerable scientific research into the Wim Hof Method and its effects on various health conditions.,0
"There are, however, hundreds of thousands of conditions and diseases.",0
"For the majority of ailments, we do not have the requisite knowledge to be able to speak with authority on the potential of the WHM as an effective treatment.",0
"Ultimately, the best — and really the only — way to find out what the Wim Hof Method does for you personally is to give it a try.",0
"If you have a chronic health condition or are currently ill, consult with a medical professional before implementing the Wim Hof Method.",0
The Wim Hof Method can be practiced by every healthy individual. Listen to your body and never force the practices.,0
We do not know if the changes in biochemistry associated with the WHM techniques adversely affect the health of the baby.,0
"When the baby is born, you are safe to resume practicing the Method.",0
"Many families enjoy practicing the WHM method together. Children’s brains are still developing, however, and they are not equipped with the self-regulation necessary to assess any risks associated with the method.",0
"Please be careful with regard to cold exposure, and build this up gradually.",0
"Thus, we advise that children under the age of sixteen are supervised by a parent or legal guardian, and are never compelled to practice the method against their will.",0
"If you want to receive the benefits of the method, yes. Staying in our “comfort zone” weakens our system and ends up hurting us in the end.",0
Your body will soon begin to warm up faster after cold exposure sessions.,0
"But take it gradually. Enjoy your warm shower thoroughly, and increase your cold exposure time at the end only as you are ready.",0
"Lastly, doing the horse stance exercise when you get out of the shower will heat you up from the inside out and help you keep your focus.",0
You can experiment with extending your exposure time a bit if your water temperature falls in this zone.,0
"Cold exposure boosts the release of norepinephrine, a neurotransmitter involved in focus, attention, and mood.",0
